epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
255,2129.14,0.52437,0.75569,0.39281,0.86052,0.81608,0.90653,0.88251,0.77696,0.81608,0.90653,0.88251,0.76922,0.56772,0.77942,0.58045,0.88198,0.00106966,0.00106966,0.00106966
256,2139,0.49892,0.71983,0.38138,0.85155,0.8072,0.87553,0.8797,0.77182,0.8072,0.87553,0.8797,0.76166,0.54124,0.75337,0.59167,0.87456,0.00106825,0.00106825,0.00106825
257,2146.84,0.52566,0.78139,0.40856,0.86048,0.75353,0.90923,0.87169,0.76348,0.75353,0.90923,0.87169,0.74898,0.55145,0.75309,0.60165,0.88222,0.00106683,0.00106683,0.00106683
258,2155.28,0.49427,0.704,0.38689,0.85703,0.77811,0.89616,0.85517,0.74909,0.77811,0.89616,0.85517,0.74581,0.54703,0.74686,0.61419,0.87881,0.00106542,0.00106542,0.00106542
259,2163.6,0.4967,0.71343,0.38447,0.84751,0.8344,0.91791,0.8784,0.76327,0.8344,0.91791,0.87842,0.75188,0.55962,0.77095,0.56269,0.88299,0.001064,0.001064,0.001064
260,2171.61,0.48512,0.6958,0.37722,0.8481,0.83129,0.91604,0.88409,0.75384,0.83129,0.91604,0.88409,0.73593,0.56917,0.81018,0.55457,0.88872,0.00106259,0.00106259,0.00106259
261,2180.59,0.49134,0.74031,0.3791,0.84969,0.85206,0.92042,0.88965,0.76179,0.85206,0.92042,0.88965,0.75613,0.5574,0.79573,0.55767,0.8908,0.00106118,0.00106118,0.00106118
262,2187.98,0.49392,0.73578,0.38301,0.84571,0.87124,0.9061,0.89166,0.77042,0.87124,0.9061,0.89166,0.7662,0.55355,0.76452,0.54624,0.89132,0.00105976,0.00105976,0.00105976
263,2196.53,0.49871,0.73868,0.38148,0.84815,0.83503,0.94151,0.90477,0.77993,0.83503,0.94151,0.90477,0.77909,0.54753,0.74487,0.53091,0.88661,0.00105835,0.00105835,0.00105835
264,2204.54,0.50519,0.74812,0.38644,0.85289,0.87754,0.92765,0.89959,0.7859,0.87754,0.92765,0.89959,0.77705,0.54521,0.74984,0.50862,0.88601,0.00105693,0.00105693,0.00105693
265,2213.48,0.50529,0.74043,0.3905,0.85398,0.88675,0.90867,0.88064,0.76163,0.88675,0.90867,0.88064,0.7571,0.56216,0.75486,0.52933,0.89876,0.00105552,0.00105552,0.00105552
266,2222.33,0.51188,0.74497,0.39285,0.84604,0.86913,0.86976,0.87047,0.75476,0.86913,0.86976,0.87047,0.74951,0.56474,0.76803,0.59599,0.8958,0.0010541,0.0010541,0.0010541
267,2230.81,0.48511,0.7185,0.37107,0.84815,0.8771,0.89015,0.88,0.76417,0.8771,0.89015,0.88,0.76153,0.56019,0.77885,0.55232,0.8955,0.00105269,0.00105269,0.00105269
268,2240.38,0.50084,0.73778,0.38255,0.85569,0.8703,0.93517,0.91322,0.79569,0.8703,0.93517,0.91322,0.79345,0.57412,0.77367,0.54814,0.90037,0.00105127,0.00105127,0.00105127
269,2247.05,0.5027,0.75276,0.37912,0.85244,0.86821,0.92176,0.90808,0.7943,0.86821,0.92176,0.90808,0.79028,0.56813,0.76784,0.53315,0.8939,0.00104986,0.00104986,0.00104986
270,2256.49,0.48602,0.72934,0.37276,0.84831,0.90094,0.91997,0.91207,0.80311,0.90094,0.91997,0.91207,0.78658,0.5683,0.77102,0.51476,0.89855,0.00104844,0.00104844,0.00104844
271,2265.78,0.48522,0.72823,0.37415,0.84753,0.81432,0.95386,0.91469,0.79717,0.81432,0.95386,0.91469,0.79796,0.56922,0.74477,0.51986,0.90905,0.00104703,0.00104703,0.00104703
272,2273.04,0.48661,0.71729,0.37079,0.84586,0.86081,0.92952,0.8932,0.78275,0.86081,0.92952,0.8932,0.77488,0.56944,0.76028,0.52163,0.90759,0.00104561,0.00104561,0.00104561
